seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
292,2,1779571817987,1779571817987,1779571817996,1779571818029,1779571818029,1779571818028,1779571818068,41,0,33,8,40,81,26.2234
293,3,1779571818028,1779571818028,1779571818037,1779571818063,1779571818063,1779571818068,1779571818109,40,0,26,14,41,81,24.9170
294,4,1779571818068,1779571818068,1779571818077,1779571818103,1779571818103,1779571818109,1779571818145,41,0,26,15,36,77,23.4469
295,6,1779571818145,1779571818145,1779571818154,1779571818159,1779571818160,1779571818178,1779571818210,33,1,5,27,32,65,22.4458
296,7,1779571818177,1779571818178,1779571818187,1779571818193,1779571818194,1779571818210,1779571818242,32,1,6,25,32,64,21.0544
297,8,1779571818210,1779571818210,1779571818219,1779571818233,1779571818233,1779571818242,1779571818275,32,0,14,18,33,65,20.3255
298,10,1779571818275,1779571818275,1779571818284,1779571818289,1779571818289,1779571818308,1779571818341,33,0,5,28,33,66,19.9613
299,11,1779571818307,1779571818308,1779571818317,1779571818322,1779571818322,1779571818341,1779571818382,33,0,5,28,41,74,18.8749
300,12,1779571818341,1779571818341,1779571818351,1779571818361,1779571818361,1779571818382,1779571818414,41,0,10,31,32,73,17.9312
301,13,1779571818382,1779571818382,1779571818391,1779571818418,1779571818418,1779571818414,1779571818455,32,0,27,5,41,73,17.8048
302,14,1779571818414,1779571818414,1779571818423,1779571818451,1779571818451,1779571818455,1779571818488,41,0,28,13,33,74,16.9928
303,15,1779571818455,1779571818455,1779571818464,1779571818491,1779571818491,1779571818488,1779571818520,33,0,27,6,32,65,16.1158
304,17,1779571818519,1779571818519,1779571818529,1779571818549,1779571818549,1779571818552,1779571818592,33,0,20,13,40,73,16.0780
305,18,1779571818552,1779571818552,1779571818561,1779571818586,1779571818586,1779571818592,1779571818632,40,0,25,15,40,80,15.1885
306,19,1779571818592,1779571818592,1779571818601,1779571818624,1779571818625,1779571818632,1779571818674,40,1,23,16,42,82,14.5962
308,21,1779571818674,1779571818674,1779571818683,1779571818715,1779571818715,1779571818715,1779571818800,41,0,32,9,85,126,15.7807
309,22,1779571818715,1779571818715,1779571818724,1779571818754,1779571818754,1779571818800,1779571818805,85,0,30,55,5,90,16.7869
312,24,1779571818804,1779571818804,1779571818815,1779571818843,1779571818883,1779571818886,1779571818891,82,40,28,14,5,87,18.5298
314,27,1779571818930,1779571818930,1779571818940,1779571818972,1779571818972,1779571818974,1779571819013,44,0,32,12,39,83,19.5146
315,28,1779571818974,1779571818974,1779571818984,1779571819011,1779571819011,1779571819013,1779571819056,39,0,27,12,43,82,18.6321
316,30,1779571819055,1779571819055,1779571819065,1779571819068,1779571819068,1779571819097,1779571819141,42,0,3,39,44,86,19.0830
318,31,1779571819096,1779571819096,1779571819106,1779571819144,1779571819144,1779571819141,1779571819177,45,0,38,7,36,81,20.3814
319,33,1779571819176,1779571819177,1779571819190,1779571819201,1779571819201,1779571819209,1779571819242,32,0,11,21,33,65,19.5570
320,34,1779571819209,1779571819209,1779571819218,1779571819234,1779571819234,1779571819242,1779571819274,33,0,16,17,32,65,18.3734
321,35,1779571819242,1779571819242,1779571819251,1779571819273,1779571819273,1779571819274,1779571819307,32,0,22,10,33,65,17.4257
323,37,1779571819307,1779571819307,1779571819316,1779571819330,1779571819364,1779571819379,1779571819383,72,34,14,24,4,76,17.4596
324,39,1779571819383,1779571819383,1779571819392,1779571819403,1779571819403,1779571819416,1779571819460,33,0,11,22,44,77,18.5900
325,40,1779571819416,1779571819416,1779571819425,1779571819459,1779571819460,1779571819460,1779571819495,44,1,34,9,35,79,18.7608
326,41,1779571819460,1779571819460,1779571819469,1779571819495,1779571819495,1779571819495,1779571819532,35,0,26,9,37,72,17.9269
327,42,1779571819495,1779571819495,1779571819505,1779571819536,1779571819536,1779571819532,1779571819575,37,0,31,6,43,80,16.8139
328,44,1779571819575,1779571819575,1779571819584,1779571819593,1779571819593,1779571819624,1779571819667,49,0,9,40,43,92,17.9074
330,45,1779571819623,1779571819623,1779571819632,1779571819666,1779571819666,1779571819667,1779571819710,44,0,34,10,43,87,18.7172
331,47,1779571819709,1779571819709,1779571819719,1779571819722,1779571819722,1779571819749,1779571819792,40,0,3,37,43,83,19.1126
333,48,1779571819748,1779571819748,1779571819758,1779571819795,1779571819795,1779571819792,1779571819832,44,0,37,7,40,84,19.9873
335,50,1779571819831,1779571819831,1779571819841,1779571819850,1779571819884,1779571819915,1779571819919,84,34,9,41,4,88,18.7438
337,52,1779571819919,1779571819919,1779571819929,1779571819980,1779571819980,1779571819998,1779571820002,79,0,51,28,4,83,18.2205
338,54,1779571820002,1779571820002,1779571820011,1779571820013,1779571820013,1779571820042,1779571820084,40,0,2,38,42,82,20.1146
339,55,1779571820041,1779571820042,1779571820051,1779571820053,1779571820053,1779571820084,1779571820125,42,0,2,40,41,83,18.8917
340,56,1779571820083,1779571820083,1779571820093,1779571820110,1779571820110,1779571820125,1779571820166,42,0,17,25,41,83,18.7000
341,57,1779571820125,1779571820125,1779571820134,1779571820144,1779571820144,1779571820166,1779571820201,41,0,10,31,35,76,17.7018
342,58,1779571820166,1779571820166,1779571820176,1779571820183,1779571820183,1779571820201,1779571820233,35,0,7,28,32,67,17.1988
343,59,1779571820201,1779571820201,1779571820210,1779571820239,1779571820239,1779571820233,1779571820267,32,0,29,3,34,66,17.4199
344,60,1779571820233,1779571820233,1779571820242,1779571820273,1779571820273,1779571820298,1779571820332,65,0,31,34,34,99,18.0865
345,62,1779571820298,1779571820298,1779571820308,1779571820312,1779571820312,1779571820331,1779571820364,33,0,4,29,33,66,17.2157
347,64,1779571820364,1779571820364,1779571820373,1779571820403,1779571820403,1779571820397,1779571820440,33,0,30,3,43,76,16.9924
348,65,1779571820397,1779571820397,1779571820407,1779571820443,1779571820443,1779571820440,1779571820473,43,0,36,7,33,76,16.5344
349,67,1779571820471,1779571820471,1779571820480,1779571820500,1779571820500,1779571820512,1779571820544,41,0,20,21,32,73,16.4227
350,68,1779571820512,1779571820512,1779571820522,1779571820534,1779571820534,1779571820544,1779571820577,32,0,12,20,33,65,15.5132
351,69,1779571820544,1779571820544,1779571820553,1779571820579,1779571820579,1779571820577,1779571820615,33,0,26,7,38,71,15.0413
352,71,1779571820614,1779571820615,1779571820624,1779571820636,1779571820636,1779571820656,1779571820696,41,0,12,29,40,81,15.6375
353,72,1779571820656,1779571820656,1779571820665,1779571820671,1779571820671,1779571820696,1779571820738,40,0,6,34,42,82,14.9607
354,73,1779571820696,1779571820696,1779571820705,1779571820710,1779571820710,1779571820738,1779571820779,42,0,5,37,41,83,14.2433
355,74,1779571820738,1779571820738,1779571820747,1779571820766,1779571820766,1779571820779,1779571820821,41,0,19,22,42,83,14.2308
356,75,1779571820778,1779571820778,1779571820788,1779571820800,1779571820800,1779571820821,1779571820862,43,0,12,31,41,84,13.6083
357,76,1779571820820,1779571820820,1779571820830,1779571820839,1779571820839,1779571820862,1779571820940,42,0,9,33,78,120,15.4302
359,77,1779571820861,1779571820861,1779571820871,1779571820895,1779571820928,1779571820940,1779571820994,79,33,24,22,54,133,16.9412
360,78,1779571820939,1779571820939,1779571820949,1779571820967,1779571820967,1779571820994,1779571820998,55,0,18,37,4,59,17.9499
361,80,1779571820998,1779571820998,1779571821007,1779571821023,1779571821023,1779571821042,1779571821082,44,0,16,28,40,84,18.4756
362,81,1779571821042,1779571821042,1779571821051,1779571821058,1779571821058,1779571821082,1779571821124,40,0,7,33,42,82,17.9363
363,82,1779571821082,1779571821082,1779571821092,1779571821104,1779571821104,1779571821124,1779571821165,42,0,12,30,41,83,17.1760
364,83,1779571821124,1779571821124,1779571821133,1779571821162,1779571821162,1779571821165,1779571821200,41,0,29,12,35,76,17.5204
365,84,1779571821165,1779571821165,1779571821175,1779571821196,1779571821197,1779571821200,1779571821232,35,1,21,13,32,67,16.6278
366,85,1779571821199,1779571821199,1779571821209,1779571821236,1779571821236,1779571821232,1779571821265,33,0,27,6,33,66,15.8016
367,87,1779571821265,1779571821265,1779571821274,1779571821294,1779571821294,1779571821298,1779571821331,33,0,20,13,33,66,15.2854
368,88,1779571821297,1779571821297,1779571821307,1779571821328,1779571821328,1779571821330,1779571821364,33,0,21,12,34,67,14.5123
369,89,1779571821330,1779571821330,1779571821340,1779571821367,1779571821367,1779571821364,1779571821436,34,0,27,7,72,106,15.4708
370,90,1779571821363,1779571821363,1779571821373,1779571821423,1779571821423,1779571821435,1779571821440,72,0,50,22,5,77,17.7058
